1010;"Utvecklingsutgifter"
1011;"Balanserade utgifter för forskning och utveckling"
1012;"Balanserade utgifter för programvaror "
1018;"Ackumulerade nedskrivningar på balanserade utgifter "
1019;"Ackumulerade avskrivningar på balanserade utgifter "
1020;"Koncessioner m.m. "
1028;"Ackumulerade nedskrivningar på koncessioner m.m. "
1029;"Ackumulerade avskrivningar på koncessioner m.m. "
1030;"Patent "
1038;"Ackumulerade nedskrivningar på patent "
1039;"Ackumulerade avskrivningar på patent "
1040;"Licenser "
1048;"Ackumulerade nedskrivningar på licenser "
1049;"Ackumulerade avskrivningar på licenser "
1050;"Varumärken "
1058;"Ackumulerade nedskrivningar på varumärken "
1059;"Ackumulerade avskrivningar på varumärken "
1060;"Hyresrätter, tomträtter och liknande"
1068;"Ackumulerade nedskrivningar på hyresrätter, tomträtter och liknande "
1069;"Ackumulerade avskrivningar på hyresrätter, tomträtter och liknande "
1070;"Goodwill "
1078;"Ackumulerade nedskrivningar på goodwill "
1079;"Ackumulerade avskrivningar på goodwill "
1080;"Pågående projekt och förskott för immateriella anläggningstillgångar "
1081;"Pågående projekt för immateriella anläggningstillgångar "
1088;"Förskott för immateriella anläggningstillgångar "
1110;"Byggnader "
1111;"Byggnader på egen mark "
1112;"Byggnader på annans mark "
1118;"Ackumulerade nedskrivningar på byggnader "
1119;"Ackumulerade avskrivningar på byggnader "
1120;"Förbättringsutgifter på annans fastighet"
1129;"Ackumulerade avskrivningar på förbättringsutgifter på annans fastighet"
1130;"Mark "
1140;"Tomter och obebyggda markområden "
1150;"Markanläggningar "
1158;"Ackumulerade nedskrivningar på markanläggningar "
1159;"Ackumulerade avskrivningar på markanläggningar "
1180;"Pågående nyanläggningar och förskott för byggnader och mark "
1181;"Pågående ny-, till- och ombyggnad "
1188;"Förskott för byggnader och mark "
11;"Byggnader och mark"
1210;"Maskiner och andra tekniska anläggningar "
1211;"Maskiner "
1213;"Andra tekniska anläggningar "
1218;"Ackumulerade nedskrivningar på maskiner och andra tekniska anläggningar "
1219;"Ackumulerade avskrivningar på maskiner och andra tekniska anläggningar "
1220;"Inventarier och verktyg "
1221;"Inventarier "
1222;"Byggnadsinventarier "
1223;"Markinventarier "
1225;"Verktyg "
1228;"Ackumulerade nedskrivningar på inventarier och verktyg "
1229;"Ackumulerade avskrivningar på inventarier och verktyg "
1230;"Installationer "
1231;"Installationer på egen fastighet "
1232;"Installationer på annans fastig het "
1238;"Ackumulerade nedskrivningar på installationer "
1239;"Ackumulerade avskrivningar på installationer "
1240;"Bilar och andra transportmedel "
1241;"Personbilar "
1242;"Lastbilar "
1243;"Truckar "
1244;"Arbetsmaskiner "
1245;"Traktorer "
1246;"Motorcyklar, mopeder och skotrar "
1247;"Båtar, flygplan och helikoptrar "
1248;"Ackumulerade nedskrivningar på bilar och andra transportmedel "
1249;"Ackumulerade avskrivningar på bilar och andra transportmedel "
1250;"Datorer "
1251;"Datorer, företaget "
1257;"Datorer, personal "
1258;"Ackumulerade nedskrivningar på datorer "
1259;"Ackumulerade avskrivningar på datorer "
1260;"Leasade tillgångar "
1269;"Ackumulerade avskrivningar på leasade tillgångar "
1280;"Pågående nyanläggningar och förskott för maskiner och inventarier "
1281;"Pågående nyanläggningar, maskiner och inventarier "
1288;"Förskott för maskiner och inventarier "
1290;"Övriga materiella anläggningstillgångar "
1291;"Konst och liknande tillgångar "
1292;"Djur som klassificeras som anläggningstillgång"
1298;"Ackumulerade nedskrivningar på övriga materiella anläggningstillgångar "
1299;"Ackumulerade avskrivningar på övriga materiella anläggningstillgångar "
12;"Maskiner och inventarier"
1310;"Andelar i koncernföretag "
1311;"Andelar i svenska dotterföretag "
1312;"Andelar i utländska dotterföretag "
1313;"Andelar i andra svenska koncernföretag "
1314;"Andelar i andra utländska koncernföretag "
1316;"Andelar i ekonomiska föreningar, koncernföretag"
1318;"Ackumulerade nedskrivningar av andelar i koncernföretag "
1320;"Långfristiga fordringar hos koncernföretag "
1321;"Långfristiga fordringar hos moderföretag "
1322;"Långfristiga fordringar hos dotterföretag "
1323;"Långfristiga fordringar hos andra koncernföretag "
1328;"Ackumulerade nedskrivningar av långfristiga fordringar hos koncernföretag "
1330;"Andelar i intresseföretag "
1336;"Andelar i ekonomiska föreningar, intresseföretag"
1337;"Andelar i handelsbolag, intresseföretag"
1338;"Ackumulerade nedskrivningar av andelar i intresseföretag "
