1011;"Balanserade utgifter för forskning och utveckling "
1012;"Balanserade utgifter för programvaror "
1018;"Ackumulerade nedskrivningar på balanserade utgifter "
1019;"Ackumulerade avskrivningar på balanserade utgifter "
1028;"Ackumulerade nedskrivningar på koncessioner m.m. "
1029;"Ackumulerade avskrivningar på koncessioner m.m. "
1038;"Ackumulerade nedskrivningar på patent "
1039;"Ackumulerade avskrivningar på patent "
1048;"Ackumulerade nedskrivningar på licenser "
1049;"Ackumulerade avskrivningar på licenser "
1058;"Ackumulerade nedskrivningar på varumärken "
1059;"Ackumulerade avskrivningar på varumärken "
1068;"Ackumulerade nedskrivningar på hyresrätter, tomträtter och liknande "
1069;"Ackumulerade avskrivningar på hyresrätter, tomträtter och liknande "
1078;"Ackumulerade nedskrivningar på goodwill "
1079;"Ackumulerade avskrivningar på goodwill "
1081;"Pågående projekt för immateriella anläggningstillgångar "
1088;"Förskott för immateriella anläggningstillgångar "
;
;
1111;"Byggnader på egen mark "
1112;"Byggnader på annans mark "
1118;"Ackumulerade nedskrivningar på byggnader "
1119;"Ackumulerade avskrivningar på byggnader "
1129;"Ackumulerade avskrivningar på förbättringsutgifter på annans fastighet"
" ";" "
" ";" "
1158;"Ackumulerade nedskrivningar på markanläggningar "
1159;"Ackumulerade avskrivningar på markanläggningar "
1181;"Pågående ny-, till- och ombyggnad "
1188;"Förskott för byggnader och mark "
;
;
1211;"Maskiner "
1213;"Andra tekniska anläggningar "
1218;"Ackumulerade nedskrivningar på maskiner och andra tekniska anläggningar "
1219;"Ackumulerade avskrivningar på maskiner och andra tekniska anläggningar "
1221;"Inventarier "
1222;"Byggnadsinventarier "
1223;"Markinventarier "
1225;"Verktyg "
1228;"Ackumulerade nedskrivningar på inventarier och verktyg "
1229;"Ackumulerade avskrivningar på inventarier och verktyg "
1231;"Installationer på egen fastighet "
1232;"Installationer på annans fastig het "
1238;"Ackumulerade nedskrivningar på installationer "
1239;"Ackumulerade avskrivningar på installationer "
1241;"Personbilar "
1242;"Lastbilar "
1243;"Truckar "
1244;"Arbetsmaskiner "
1245;"Traktorer "
1246;"Motorcyklar, mopeder och skotrar "
1247;"Båtar, flygplan och helikoptrar "
1248;"Ackumulerade nedskrivningar på bilar och andra transportmedel "
1249;"Ackumulerade avskrivningar på bilar och andra transportmedel "
1251;"Datorer, företaget "
1257;"Datorer, personal "
1258;"Ackumulerade nedskrivningar på datorer "
1259;"Ackumulerade avskrivningar på datorer "
1269;"Ackumulerade avskrivningar på leasade tillgångar "
1281;"Pågående nyanläggningar, maskiner och inventarier "
1288;"Förskott för maskiner och inventarier "
1291;"Konst och liknande tillgångar "
1292;"Djur som klassificeras som anläggningstillgång"
1298;"Ackumulerade nedskrivningar på övriga materiella anläggningstillgångar "
1299;"Ackumulerade avskrivningar på övriga materiella anläggningstillgångar "
;
;
1311;"Andelar i svenska dotterföretag "
1312;"Andelar i utländska dotterföretag "
1313;"Andelar i andra svenska koncernföretag "
1314;"Andelar i andra utländska koncernföretag "
1316;"Andelar i ekonomiska föreningar, koncernföretag"
1318;"Ackumulerade nedskrivningar av andelar i koncernföretag "
1321;"Långfristiga fordringar hos moderföretag "
1322;"Långfristiga fordringar hos dotterföretag "
1323;"Långfristiga fordringar hos andra koncernföretag "
1328;"Ackumulerade nedskrivningar av långfristiga fordringar hos koncernföretag "
1336;"Andelar i ekonomiska föreningar, intresseföretag"
1338;"Ackumulerade nedskrivningar av andelar i intresseföretag "
1348;"Ackumulerade nedskrivningar av långfristiga fordringar hos intresseföretag "
1351;"Andelar i börsnoterade företag "
1352;"Andra andelar "
1353;"Andelar i bostadsrättsföreningar "
1354;"Obligationer "
1356;"Andelar i ekonomiska föreningar, övriga företag"
1358;"Ackumulerade nedskrivningar av andra andelar och värdepapper "
;
1369;"Ackumulerade nedskrivningar på lån till delägare eller närstående, långfristig del"
" ";" "
1381;"Långfristiga reversfordringar "
1382;"Långfristiga fordringar hos anställda "
1383;"Lämnade depositioner, långfristiga "
1384;"Derivat"
1385;"Värde av kapitalförsäkring "
1386;"Förutbetalda leasingavgifter, långfristig del "
1387;"Långfristiga kontraktsfordringar "
;
1389;"Ackumulerade nedskrivningar av andra långfristiga fordringar "
;
;
;
1419;"Förändring av lager av råvaror "
1429;"Förändring av lager av tillsatsmaterial och förnödenheter "
1431;"Lager av köpta halvfabrikat "
1432;"Lager av egentillverkade halvfabrikat "
1438;"Förändring av lager av köpta halvfabrikat"
;
1439;"Förändring av lager av egentillverkade halvfabrikat "
1449;"Förändring av produkter i arbete "
1459;"Förändring av lager av färdiga varor "
1465;"Lager av varor VMB"
1466;"Nedskrivning av varor VMB"
1467;"Lager av varor VMB förenklad"
1469;"Förändring av lager av handelsvaror "
1471;"Pågående arbeten, nedlagda kostnader "
;
1478;"Pågående arbeten, fakturering "
1479;"Förändring av pågående arbeten "
1481;"Remburser "
1489;"Övriga förskott till leverantörer "
1491;"Lager av värdepapper"
1492;"Lager av fastigheter"
1493;"Djur som klassificeras som omsättningstillgång"
;
;
1511;"Kundfordringar "
1513;"Kundfordringar – delad faktura"
1512;"Belånade kundfordringar (factoring) "
1515;"Osäkra kundfordringar "
1516;"Tvistiga kundfordringar "
1518;"Ej reskontraförda kundfordringar "
1519;"Nedskrivning av kundfordringar "
1525;"Osäkra växelfordringar "
1529;"Nedskrivning av växelfordringar "
1531;"Kontraktsfordringar "
1532;"Belånade kontraktsfordringar "
1535;"Osäkra kontraktsfordringar "
1536;"Tvistiga kontraktsfordringar "
1539;"Nedskrivning av kontraktsfordringar "
" ";" "
1561;"Kundfordringar hos moderföretag "
1562;"Kundfordringar hos dotterföretag "
1563;"Kundfordringar hos andra koncernföretag "
1565;"Osäkra kundfordringar hos koncernföretag "
1568;"Ej reskontraförda kundfordringar hos koncernföretag "
1569;"Nedskrivning av kundfordringar hos koncernföretag "
1575;"Osäkra kundfordringar hos intresseföretag "
1578;"Ej reskontraförda kundfordringar hos intresseföretag "
1579;"Nedskrivning av kundfordringar hos intresseföretag "
" ";" "
;
;
;
1611;"Reseförskott "
1612;"Kassaförskott "
1613;"Övriga förskott "
1614;"Tillfälliga lån till anställda "
1619;"Övriga fordringar hos anställda "
" ";" "
" ";" "
" ";" "
" ";" "
1661;"Kortfristiga fordringar hos moderföretag "
1662;"Kortfristiga fordringar hos dotterföretag "
1663;"Kortfristiga fordringar hos andra koncernföretag "
" ";" "
1681;"Utlägg för kunder "
1682;"Kortfristiga lånefordringar "
1683;"Derivat"
1684;"Kortfristiga fordringar hos leverantörer "
1685;"Kortfristiga fordringar hos delägare eller närstående"
;
1687;"Kortfristig del av långfristiga fordringar "
1688;"Fordran arbetsmarknadsförsäkringar"
1689;"Övriga kortfristiga fordringar "
" ";" "
;
;
" ";" "
" ";" "
" ";" "
" ";" "
" ";" "
" ";" "
" ";" "
" ";" "
" ";" "
;
;
" ";" "
" ";" "
" ";" "
1869;"Nedskrivning av andelar i koncernföretag"
1886;"Derivat"
1889;"Andelar i övriga företag "
" ";" "
;
;
1911;"Huvudkassa "
1912;"Kassa 2 "
1913;"Kassa 3 "
" ";" "
;
;
" ";" "
" ";" "
1972;"Upphovsmannakonto "
1973;"Skogskonto "
1974;"Spärrade bankmedel "
1979;"Övriga särskilda bankkonton "
" ";" "
;
;
;
;
;
" ";" "
2011;"Egna varuuttag "
